artist_name,genre_summary,genre_mode
Heitor Villa-Lobos,Classical,Classical
Helen Kane,Jazz,Jazz
Helen Merrill,Jazz,Jazz
Helen Reddy,Folk,Folk
Helge Lien Trio,Jazz,Jazz
Helloween,Classical,Classical
Helmet,Alternative,Alternative
Heltah Skeltah,Hip-Hop,Hip-Hop
Henace,Jazz,Jazz
Henrik Freischlader,Blues,Blues
Henry Cho,Comedy,Comedy
Henry Cowell,Classical,Classical
Henry Green,Folk,Folk
Henry Jamison,"Folk,Pop",Folk
Henry Mancini,Jazz,Jazz
Henry Purcell,Classical,Classical
Henryk Górecki,Classical,Classical
Henryk Wieniawski,Classical,Classical
Herbert Howells,Classical,Classical
Herbert von Karajan,Classical,Classical
Herbie Hancock,Jazz,Jazz
Herbie Mann,Jazz,Jazz
Hercules & Love Affair,Alternative,Alternative
Herencia de Patrones,Pop,Pop
Herman's Hermits,Folk,Folk
Hermitude,Hip-Hop,Hip-Hop
Heroes Del Silencio,Alternative,Alternative
Herr König,Jazz,Jazz
Herrick & Hooley,R&B,R&B
Herring Franky,Jazz,Jazz
Hi-Five,R&B,R&B
Hiatus Kaiyote,"Alternative,Jazz,R&B",Jazz
Hidden Orchestra,Jazz,Jazz
Hidden Spheres,Jazz,Jazz
Hieroglyphics,"Alternative,Hip-Hop,Jazz",Jazz
High School Musical Cast,Pop,Pop
Higher Brothers,Hip-Hop,Hip-Hop
Hikaru Hayashi,Classical,Classical
Hikaru Utada,Pop,Pop
Hildegard von Bingen,Classical,Classical
Hildur Guðnadóttir,Classical,Classical
Hinder,Alternative,Alternative
Hird,Jazz,Jazz
Hiromi,Jazz,Jazz
Hiroshima,Jazz,Jazz
Hiss Golden Messenger,"Alternative,Folk",Folk
Hole,Alternative,Alternative
Hollis Brown,Blues,Blues
Hollow Coves,"Folk,Pop",Folk
Holly Cole,Jazz,Jazz
Hollyn,Alternative,Alternative
Hollywood Undead,Alternative,Alternative
Hombres G,Alternative,Alternative
Honors,R&B,R&B
Hoobastank,Alternative,Alternative
HoodRich Pablo Juan,Hip-Hop,Hip-Hop
Hoodie Allen,Pop,Pop
Hoody,R&B,R&B
Hootie & The Blowfish,Pop,Pop
Hop Along,"Alternative,Folk",Folk
Hope Tala,"Alternative,R&B",Alternative
Hopsin,"Hip-Hop,Pop",Hip-Hop
Horace Silver,Jazz,Jazz
Horace Silver Quintet,Jazz,Jazz
Horse Feathers,Folk,Folk
Horse Head,Hip-Hop,Hip-Hop
Horst Jankowski and his Studio Orchestra,Jazz,Jazz
Hot Chelle Rae,Pop,Pop
Hot Chip,Alternative,Alternative
Hot Chocolate,Pop,Pop
Hot Mulligan,Alternative,Alternative
Hot Tuna,Blues,Blues
Hound Dog Taylor,Blues,Blues
Houndmouth,"Folk,Pop",Folk
House Of Pain,Hip-Hop,Hip-Hop
Howard Shore,Classical,Classical
Howie Day,Pop,Pop
Howlin' Wolf,Blues,Blues
Hozier,"Folk,Pop",Folk
Hubert Laws,Jazz,Jazz
Hubert Parry,Classical,Classical
Hudson Taylor,Folk,Folk
Hue,R&B,R&B
Huey,Hip-Hop,Hip-Hop
Huey Lewis & The News,Folk,Folk
Hugar,Classical,Classical
Hugh Masekela,Jazz,Jazz
Hugo Wolf,Classical,Classical
Hulk Hodn,Jazz,Jazz
Humble Pie,Blues,Blues
Huncho Jack,"Hip-Hop,Pop",Hip-Hop
Hundred Waters,Pop,Pop
Hunnah,R&B,R&B
Hunter Hayes,Pop,Pop
Hurray For The Riff Raff,Folk,Folk
Hurricane Chris,Hip-Hop,Hip-Hop
Hurt,Alternative,Alternative
Hush Kids,Folk,Folk
Hydrogenii,Jazz,Jazz
Hyolyn,R&B,R&B
HyunA,Pop,Pop
Héctor García S.,Comedy,Comedy
Héctor Lavoe,Jazz,Jazz
Hüsker Dü,Alternative,Alternative
I AM THEY,Alternative,Alternative
I'm With Her,Folk,Folk
I.O.I,Pop,Pop
IAMDDB,"Alternative,R&B",R&B
IDK,Hip-Hop,Hip-Hop
ILLENIUM,Pop,Pop
ILoveMakonnen,Hip-Hop,Hip-Hop
INXS,Pop,Pop
ISLAND,Alternative,Alternative
IU,Pop,Pop
IZ*ONE,Pop,Pop
Iamsu!,Hip-Hop,Hip-Hop
Iannis Xenakis,Classical,Classical
Ibeyi,Alternative,Alternative
Ibrahim Ferrer,Jazz,Jazz
Ibrahim Maalouf,Jazz,Jazz
Ice Cube,"Hip-Hop,Pop",Hip-Hop
Ice-T,Hip-Hop,Hip-Hop
Iced Earth,Classical,Classical
Icon For Hire,Alternative,Alternative
Icona Pop,Pop,Pop
Icy Narco,Hip-Hop,Hip-Hop
Idris Muhammad,Jazz,Jazz
Iggy Azalea,"Hip-Hop,Pop,R&B",Hip-Hop
Iggy Pop,Alternative,Alternative
Ignaz Pleyel,Classical,Classical
Igor Stravinsky,Classical,Classical
Ike Quebec,Jazz,Jazz
Ileana Cotrubas,Opera,Opera
Ilham,R&B,R&B
Iliza Shlesinger,Comedy,Comedy
Ill Considered,Jazz,Jazz
Illa J,"Jazz,R&B",Jazz
Illinois Jacquet,Jazz,Jazz
Imaginary Future,"Folk,Pop",Folk
Immortal Technique,Hip-Hop,Hip-Hop
Imogen Heap,"Folk,Pop",Folk
Imran Khan,Hip-Hop,Hip-Hop
Imrat Khan,Classical,Classical
In Flames,Alternative,Alternative
In Her Own Words,Alternative,Alternative
In This Moment,Alternative,Alternative
Ina Forsman,Blues,Blues
Incognito,Jazz,Jazz
Incubus,"Alternative,Pop",Alternative
India.Arie,R&B,R&B
Indigo Girls,"Folk,Pop",Folk
Indila,Pop,Pop
Ingrid Michaelson,"Folk,Pop",Folk
Injury Reserve,"Alternative,Hip-Hop",Alternative
Inspector,Alternative,Alternative
Interpol,Alternative,Alternative
Intocable,Pop,Pop
Ira Wolf,Folk,Folk
Irakere,Jazz,Jazz
Iris Temple,R&B,R&B
Irma Thomas,Blues,Blues
Iron & Wine,"Folk,Pop",Folk
Iron Butterfly,Blues,Blues
Iron Savior,Classical,Classical
Isaac Albéniz,Classical,Classical
Isaac Carree,R&B,R&B
Isaac Hayes,Jazz,Jazz
Isabelle Aboulker,Opera,Opera
Isaiah,Pop,Pop
Isaiah Rashad,"Hip-Hop,Pop",Hip-Hop
Ishman Bracey,Blues,Blues
Ismael Miranda,Jazz,Jazz
Ismael Rivera,Jazz,Jazz
Issac Delgado,Jazz,Jazz
Itzhak Perlman,Classical,Classical
Ivan Ave,Jazz,Jazz
Ivan B,Hip-Hop,Hip-Hop
Ivan Moody,Classical,Classical
Ivory Joe Hunter,Blues,Blues
Ivy Adara,Pop,Pop
Ivy Queen,Hip-Hop,Hip-Hop
Ivy Sole,"Alternative,R&B",Alternative
Iyaz,Pop,Pop
J Alvarez,Hip-Hop,Hip-Hop
J Balvin,Pop,Pop
J Boog,Pop,Pop
J Dilla,"Alternative,Hip-Hop",Alternative
J Moss,R&B,R&B
J-Kwon,"Hip-Hop,Pop",Pop
J-Sol,R&B,R&B
J-Wright,Hip-Hop,Hip-Hop
J. Cole,"Hip-Hop,Pop",Hip-Hop
J. Dash,Pop,Pop
J. Holiday,R&B,R&B
J. Paul Jr And The Zydeco Nubreeds,Blues,Blues
J. Rawls,Alternative,Alternative
J. Roddy Walston & The Business,Blues,Blues
J. Tillman,Folk,Folk
J.J El Gigante de La Comedia,Comedy,Comedy
J.J. Cale,Blues,Blues
J.J. Johnson,Jazz,Jazz
JAHKOY,R&B,R&B
JAY Z,Hip-Hop,Hip-Hop
JC Stewart,Folk,Folk
JD McPherson,Blues,Blues
JID,"Hip-Hop,Pop",Hip-Hop
JJ Grey & Mofro,Blues,Blues
JJ Heller,Alternative,Alternative
JL,Hip-Hop,Hip-Hop
JMSN,"Alternative,R&B",Alternative
JOEY DJIA,R&B,R&B
JON VINYL,R&B,R&B
JP Cooper,"Pop,R&B",R&B
JP Saxe,R&B,R&B
JPEGMAFIA,"Alternative,Hip-Hop",Hip-Hop
JR Castro,R&B,R&B
Ja Rule,"Hip-Hop,Pop,R&B",R&B
Jaared,Jazz,Jazz
Jack & Jack,Pop,Pop
Jack Broadbent,Blues,Blues
Jack Garratt,R&B,R&B
Jack Harlow,Hip-Hop,Hip-Hop
Jack Jones,Jazz,Jazz
Jack Teagarden,Jazz,Jazz
Jack Vallier,Folk,Folk
Jack White,"Blues,Alternative",Blues
Jack Whitehall,Comedy,Comedy
Jack Ü,Pop,Pop
Jackie Greene,Blues,Blues
Jackie Kashian,Comedy,Comedy
Jackie Lee,Pop,Pop
Jackie Neal,Blues,Blues
Jackie Wilson,Blues,Blues
Jackiem Joyner,Jazz,Jazz
Jacksepticeye,Pop,Pop
Jackson Browne,Folk,Folk
Jackson C. Frank,Folk,Folk
Jackson Wang,Hip-Hop,Hip-Hop
Jacky Terrasson,Jazz,Jazz
Jaco Pastorius,Jazz,Jazz
Jacob Banks,R&B,R&B
Jacob Collier,Alternative,Alternative
Jacob Early,Alternative,Alternative
Jacob Gade,Classical,Classical
Jacob Karlzon,Jazz,Jazz
Jacob Lee,"Folk,Pop",Folk
Jacob Young,Jazz,Jazz
Jacopo Peri,Opera,Opera
Jacquees,"Hip-Hop,Pop,R&B",R&B
Jacques Offenbach,"Classical,Opera",Opera
Jade Bird,Folk,Folk
Jade Novah,R&B,R&B
Jaden Smith,"Hip-Hop,Pop",Hip-Hop
Jadu Heart,"Alternative,R&B",R&B
Jagged Edge,"Hip-Hop,Pop,R&B",R&B
Jaheim,R&B,R&B
Jai Paul,Alternative,Alternative
Jaimee Paul,Jazz,Jazz
Jake Etheridge,Folk,Folk
Jake Isaac,Folk,Folk
Jake Miller,Pop,Pop
Jakob Ogawa,"Alternative,R&B",R&B
Jakub Zytecki,Jazz,Jazz
Jala Brat,Folk,Folk
James & Bobby Purify,Blues,Blues
James Arthur,Pop,Pop
James Barker Band,Pop,Pop
James Bay,Pop,Pop
James Blake,"Alternative,R&B",R&B
James Booker,Blues,Blues
James Carr,Blues,Blues
James Fortune,R&B,R&B
James Gang,Blues,Blues
James Gillespie,Folk,Folk
James Labrie,Classical,Classical
James MacMillan,Classical,Classical
James Morrison,"Folk,Pop,R&B",Folk
James TW,Pop,Pop
James Taylor,Folk,Folk
James Tillman,"Jazz,R&B",Jazz
James Vargas,Jazz,Jazz
James Vickery,R&B,R&B
James Vincent McMorrow,"Folk,R&B",Folk
James Whitbourn,Classical,Classical
Jameson Rodgers,Pop,Pop
Jamestown Revival,Folk,Folk
Jamie Berry,Jazz,Jazz
Jamie Cullum,Jazz,Jazz
Jamie Foxx,"Hip-Hop,Pop,R&B",R&B
Jamie Grace,Alternative,Alternative
Jamie Lawson,Folk,Folk
Jamie N Commons,Blues,Blues
Jamila Woods,"Alternative,R&B",R&B
Jamiroquai,Jazz,Jazz
Jan & Dean,Folk,Folk
Jan Johansson,Jazz,Jazz
Jana Kramer,Pop,Pop
Jane Monheit,Jazz,Jazz
Jane's Addiction,"Blues,Alternative",Blues
Janelle Monáe,"Alternative,Hip-Hop,Pop,R&B",R&B
Janet Jackson,R&B,R&B
Janine,"Alternative,R&B",R&B
Janis Ian,Folk,Folk
Janis Joplin,Blues,Blues
Japanese Breakfast,"Folk,Pop",Folk
Jarabe De Palo,Alternative,Alternative
Jarreau Vandal,R&B,R&B
Jarren Benton,Hip-Hop,Hip-Hop
Jarryd James,"Alternative,R&B",Alternative
Jascha Heifetz,Classical,Classical
Jasmine Thompson,Pop,Pop
Jason Becker,Classical,Classical
Jason Derulo,"Hip-Hop,Pop,R&B",R&B
Jason Gray,Alternative,Alternative
Jason Isbell,"Alternative,Folk",Folk
Jason Isbell and the 400 Unit,"Alternative,Folk",Folk
Jason Moran,Jazz,Jazz
Jason Mraz,Pop,Pop
Jason Walker,Pop,Pop
Javier Camarena,Opera,Opera
Javier Carranza El Costeno,Comedy,Comedy
Jawbreaker,Alternative,Alternative
Jax Jones,Pop,Pop
Jay & The Americans,"Folk,Pop",Folk
Jay Critch,Hip-Hop,Hip-Hop
Jay Electronica,Hip-Hop,Hip-Hop
Jay Malone,Comedy,Comedy
Jay Mohr,Comedy,Comedy
Jay Park,"Pop,R&B",R&B
Jay Prince,"Alternative,Hip-Hop,R&B",R&B
Jay Reatard,Blues,Blues
Jay Rock,"Hip-Hop,Pop",Hip-Hop
Jay Sean,"Pop,R&B",R&B
Jay Som,"Folk,Pop",Folk
Jay Soto,Jazz,Jazz
Jay Wile,R&B,R&B
Jaye Hammer,Blues,Blues
Jaymay,Folk,Folk
Jaymes Young,Pop,Pop
Jaz Karis,R&B,R&B
Jazmine Sullivan,"Pop,R&B",R&B
Jazz Cartier,Hip-Hop,Hip-Hop
Jazz Dialogue,Jazz,Jazz
Jazz Spastiks,Jazz,Jazz
Jazzamor,Jazz,Jazz
Jazzanova,Jazz,Jazz
Jazzotron,Jazz,Jazz
Jean Deaux,"Alternative,R&B",Alternative
Jean Sibelius,Classical,Classical
Jean-Baptiste Lully,"Classical,Opera",Opera
Jean-Philippe Rameau,"Classical,Opera",Opera
Jean-Yves Thibaudet,Classical,Classical
Jeebanoff,R&B,R&B
Jeezy,Hip-Hop,Hip-Hop
Jeff Beck,"Blues,Jazz",Blues
Jeff Bernat,R&B,R&B
Jeff Buckley,Folk,Folk
Jeff Dunham,Comedy,Comedy
Jeff Dye,Comedy,Comedy
Jeff Floyd,Blues,Blues
Jeff Foxworthy,Comedy,Comedy
Jeff Healey,Blues,Blues
Jeff Kashiwa,Jazz,Jazz
Jeff Loomis,Classical,Classical
Jeff Lorber,Jazz,Jazz
Jeff Mangum,Folk,Folk
Jeff Parker,Jazz,Jazz
Jeff Rosenstock,"Alternative,Folk",Folk
Jeff Tweedy,Folk,Folk
Jefferson Airplane,"Blues,Folk",Blues
Jeffrey Foucault,Folk,Folk
Jeffrey McFadden,Classical,Classical
Jeffrey Ross,Comedy,Comedy
Jennifer Higdon,Classical,Classical
Jennifer Hudson,R&B,R&B
Jennifer Lopez,"Pop,R&B",R&B
Jenny Lewis,Folk,Folk
Jens Lekman,Folk,Folk
Jenő Jandó,Classical,Classical
Jereena Montemayor,R&B,R&B
Jeremih,"Hip-Hop,Pop,R&B",R&B
Jeremy Camp,Alternative,Alternative
Jeremy Passion,R&B,R&B
Jeremy Zucker,Pop,Pop
Jermaine Dupri,Hip-Hop,Hip-Hop
Jeroen van Veen,Classical,Classical
Jerreau,Hip-Hop,Hip-Hop
Jerrod Niemann,Pop,Pop
Jerry Butler,Blues,Blues
Jerry Cantrell,Alternative,Alternative
Jerry Garcia,"Blues,Folk",Blues
Jerry Jeff Walker,Folk,Folk
Jerry Seinfeld,Comedy,Comedy
Jerry Vale,Jazz,Jazz
Jeru The Damaja,"Alternative,Hip-Hop",Alternative
Jesca Hoop,Folk,Folk
Jess Glynne,Pop,Pop
Jesse & Joy,Pop,Pop
Jesse Daniel Smith,Folk,Folk
Jesse Graham,Blues,Blues
Jesse Joyce,Comedy,Comedy
Jesse Mac Cormack,Folk,Folk
Jesse McCartney,"Pop,R&B",R&B
Jesse Roper,Blues,Blues
Jessica Lea Mayfield,Folk,Folk
Jessica Pratt,Folk,Folk
Jessica Reedy,R&B,R&B
Jessie Hill,Blues,Blues
Jessie J,"Pop,R&B",R&B
Jessie Reyez,"Pop,R&B",R&B
Jessie Ware,R&B,R&B
Jessy J,Jazz,Jazz
Jessye Norman,Opera,Opera
Jesús Ojeda y Sus Parientes,Pop,Pop
"Jesús Roberto ""La Bala""",Comedy,Comedy
Jethro Tull,"Blues,Folk",Blues
Jewel,Folk,Folk
Jez Dior,Hip-Hop,Hip-Hop
Jhay Cortez,Hip-Hop,Hip-Hop
Jhene Aiko,"Alternative,Pop,R&B",R&B
Jidenna,Hip-Hop,Hip-Hop
Jill Scott,"Hip-Hop,R&B",R&B
Jim Breuer,Comedy,Comedy
Jim Capaldi,Blues,Blues
Jim Croce,Folk,Folk
Jim Florentine,Comedy,Comedy
Jim Gaffigan,Comedy,Comedy
Jim Hall,Jazz,Jazz
Jim James,"Alternative,Folk",Folk
Jim Jefferies,Comedy,Comedy
Jim Jones,Hip-Hop,Hip-Hop
Jim Norton,Comedy,Comedy
Jim Tews,Comedy,Comedy
Jimi Hendrix,Blues,Blues
Jimmie Allen,Pop,Pop
Jimmie Lunceford,Jazz,Jazz
Jimmie Vaughan,Blues,Blues
Jimmy Buffett,Folk,Folk
Jimmy Dawkins,Blues,Blues
Jimmy Durante,Jazz,Jazz
Jimmy Eat World,Pop,Pop
Jimmy Jones,Blues,Blues
Jimmy McGriff,Jazz,Jazz
Jimmy Reed,Blues,Blues
Jimmy Rogers,Blues,Blues
Jimmy Scott,Jazz,Jazz
Jimmy Smith,"Blues,Jazz",Jazz
Jimmy Thackery And The Drivers,Blues,Blues
Jinsang,R&B,R&B
Jitwam,Jazz,Jazz
Jo Jo Gunne,Blues,Blues
Jo Stafford,Jazz,Jazz
JoJo,"Pop,R&B",R&B
Joachim Kühn,Jazz,Jazz
Joan Armatrading,Folk,Folk
Joanne Brackeen,Jazz,Jazz
Joanne Shaw Taylor,Blues,Blues
Joaquín Rodrigo,Classical,Classical
Joby Talbot,Classical,Classical
Jodeci,"Hip-Hop,Pop,R&B",R&B
Joe,R&B,R&B
Joe Bataan,Jazz,Jazz
Joe Bonamassa,Blues,Blues
Joe Buck Yourself,Blues,Blues
Joe Budden,Hip-Hop,Hip-Hop
Joe Cocker,"Blues,Folk",Blues
Joe Corfield,Jazz,Jazz
Joe Cuba Sextet,Jazz,Jazz
Joe Derosa,Comedy,Comedy
Joe Goddard,Alternative,Alternative
Joe Henderson,Jazz,Jazz
Joe Hertz,"Alternative,R&B",R&B
Joe Hisaishi,Classical,Classical
Joe Liggins,Jazz,Jazz
Joe List,Comedy,Comedy
Joe Lovano,Jazz,Jazz
Joe McBride,Jazz,Jazz
Joe Pass,Jazz,Jazz
Joe Purdy,Folk,Folk
Joe Rogan,Comedy,Comedy
Joe Sample,Jazz,Jazz
Joe Satriani,Classical,Classical
Joe Walsh,"Blues,Folk",Blues
Joe Williams,Jazz,Jazz
Joe Zimmerman,Comedy,Comedy
Joel Adams,Pop,Pop
Joel Baker,R&B,R&B
Joel Culpepper,R&B,R&B
Joey Alexander,Jazz,Jazz
Joey Bada$$,"Hip-Hop,Pop",Hip-Hop
Joey DeFrancesco,Jazz,Jazz
Joey Montana,Pop,Pop
Joey Purp,Hip-Hop,Hip-Hop
Joey Trap,Hip-Hop,Hip-Hop
Johan Halvorsen,Classical,Classical
Johann Adolf Hasse,Opera,Opera
Johann Christian Bach,Classical,Classical
Johann Nepomuk Hummel,Classical,Classical
Johann Pachelbel,Classical,Classical
Johann Sebastian Bach,Classical,Classical
Johann Simon Mayr,Opera,Opera
Johann Strauss I,Classical,Classical
Johann Strauss II,Classical,Classical
Johannes Brahms,Classical,Classical
John 5,Classical,Classical
John Adams,Classical,Classical
John Allred,Jazz,Jazz
John Boutté,Blues,Blues
John Cage,Classical,Classical
John Caparulo,Comedy,Comedy
John Coltrane,Jazz,Jazz
John Coltrane Quartet,Jazz,Jazz
John Corigliano,Classical,Classical
John De Sohn,Pop,Pop
John Denver,Folk,Folk
John Dowland,Classical,Classical
John Fahey,Blues,Blues
John Field,Classical,Classical
John Fogerty,Blues,Blues
John Frusciante,Alternative,Alternative
John Gurney,Pop,Pop
John Hammond,Blues,Blues
John Heffron,Comedy,Comedy
John Hiatt,Folk,Folk
John Ireland,Classical,Classical
John Lee Hooker,Blues,Blues
John Legend,"Pop,R&B",R&B
John Lennon,Folk,Folk
John Luther Adams,Classical,Classical
John Mackey,Classical,Classical
John Maus,Folk,Folk
John Mayall,Blues,Blues
John Mayall & The Bluesbreakers,Blues,Blues
John Mayer,Pop,Pop
John Mayer Trio,Blues,Blues
John Mellencamp,"Folk,Pop",Folk
John Moreland,Alternative,Alternative
John Mulaney,Comedy,Comedy
John Parr,Pop,Pop
John Petrucci,Classical,Classical
John Philip Sousa,Classical,Classical
John Pinette,Comedy,Comedy
John Prine,"Alternative,Folk",Folk
John Robinson,Jazz,Jazz
John Rutter,Classical,Classical
John Scofield,"Blues,Jazz",Blues
John Tavener,Classical,Classical
Johnnie Taylor,Blues,Blues
"Johnny ""Guitar"" Watson",Blues,Blues
Johnny Burnette & The Rock 'N' Roll Trio,Blues,Blues
Johnny Flynn,Folk,Folk
Johnny Gill,R&B,R&B
Johnny Hartman,Jazz,Jazz
Johnny Hodges,Jazz,Jazz
Johnny Maestro,Blues,Blues
Johnny Mathis,Jazz,Jazz
Johnny Nash,Pop,Pop
Johnny Orlando,Pop,Pop
Johnny Pacheco,Jazz,Jazz
Johnny Preston,Blues,Blues
Johnny Rivera,Jazz,Jazz
Johnny Temple,Blues,Blues
Johnny Thunders,Blues,Blues
Johnny Thunders & The Heartbreakers,Blues,Blues
Johnny Winter,Blues,Blues
Johnnyswim,Folk,Folk
Joji,"Alternative,Pop,R&B",R&B
Jojo Effect,Jazz,Jazz
Jome,Folk,Folk
Jon B.,"Hip-Hop,R&B",Hip-Hop
Jon Batiste,Jazz,Jazz
Jon Bellion,Pop,Pop
Jon Bryant,Folk,Folk
Jon Foreman,Alternative,Alternative
Jon Langston,Pop,Pop
Jon McLaughlin,Folk,Folk
Jon Reep,Comedy,Comedy
Jonas Blue,Pop,Pop
Jonas Brothers,Pop,Pop
Jonas Kaufmann,"Classical,Opera",Opera
Jonathan Butler,Jazz,Jazz
Jonathan Davis,Alternative,Alternative
Jonathan Edwards,Folk,Folk
Jonathan Fritzén,Jazz,Jazz
Jonathan McReynolds,R&B,R&B
Jonathan Richman,Folk,Folk
Joni Mitchell,"Folk,Pop",Folk
Jonn Hart,R&B,R&B
Jonny Greenwood,Classical,Classical
Jonny Lang,Blues,Blues
Joomanji,"Alternative,Jazz,R&B",R&B
Jooyoung,R&B,R&B
Jordan Brooker,Pop,Pop
Jordan Davis,Pop,Pop
Jordan Feliz,Alternative,Alternative
Jordan Mackampa,Folk,Folk
Jordan Rakei,"Alternative,Jazz,R&B",Jazz
Jordan Rudess,Classical,Classical
Jordan Solomon,Hip-Hop,Hip-Hop
Jordan Ward,Alternative,Alternative
Jordi Savall,Classical,Classical
Jordin Sparks,R&B,R&B
Jorge Drexler,Alternative,Alternative
Jorja Smith,"Pop,R&B",R&B
Jorma Kaukonen,Blues,Blues
Jorn,Classical,Classical
Joscho Stephan,Jazz,Jazz
Josef Leimberg,Jazz,Jazz
Josef Mysliveček,Classical,Classical
Joseph,Folk,Folk
Joseph & Maia,Folk,Folk
Joseph Huber,Blues,Blues
Josh Blue,Comedy,Comedy
Josh Garrels,Folk,Folk
Josh Golden,Alternative,Alternative
Josh Gracin,Pop,Pop
Josh Ritter,"Alternative,Folk",Folk
Josh Sneed,Comedy,Comedy
Joshua Hyslop,Folk,Folk
Joshua Radin,Folk,Folk
Joshua Redman,Jazz,Jazz
Joss Favela,Pop,Pop
Joss Stone,R&B,R&B
José Carreras,Opera,Opera
José González,"Folk,Pop",Folk
José James,Jazz,Jazz
José Pablo Moncayo,Classical,Classical
José van Dam,Opera,Opera
Jovanny Cadena Y Su Estilo Privado,Pop,Pop
Jowell & Randy,Hip-Hop,Hip-Hop
Joy Crookes,"Alternative,R&B",Alternative
Joy Division,Alternative,Alternative
Joy Williams,Folk,Folk
Joyce Cooling,Jazz,Jazz
Joyce DiDonato,Opera,Opera
Joyce Manor,Alternative,Alternative
Joyce Wrice,"Alternative,R&B",R&B
Joyner Lucas,"Hip-Hop,Pop",Hip-Hop
Joywave,"Alternative,Pop",Alternative
João Gilberto,Jazz,Jazz
Juan Carlos Escalante,Comedy,Comedy
Juan Diego Flórez,Opera,Opera
Juan José Covarrubias,Comedy,Comedy
Juan Magán,Pop,Pop
Juanes,Pop,Pop
Judah & the Lion,"Folk,Pop",Folk
Judd Greenstein,Classical,Classical
Judith Lang Zaimont,Classical,Classical
Judy Collins,Folk,Folk
Judy Garland,Jazz,Jazz
Juelz Santana,Hip-Hop,Hip-Hop
Jugalbandi,Classical,Classical
Juicy J,"Hip-Hop,Pop",Hip-Hop
Juke Ross,Pop,Pop
Jules Massenet,"Classical,Opera",Opera
Julia Hülsmann Trio,Jazz,Jazz
Julia Jacklin,Folk,Folk
Julia Michaels,"Pop,R&B",R&B
Julia Wolfe,Classical,Classical
Julian Lage,Jazz,Jazz
Julian Vaughn,Jazz,Jazz
Juliana Aquino,Jazz,Jazz
Julianna Barwick,Folk,Folk
Julie Byrne,"Folk,Pop",Folk
Julie London,Jazz,Jazz
Julien Baker,"Folk,Pop",Folk
Julien Dyne,Jazz,Jazz
Julieta Venegas,Alternative,Alternative
Julius Eastman,Classical,Classical
June Anderson,Opera,Opera
Junggigo,R&B,R&B
Jungle,R&B,R&B
Junglepussy,R&B,R&B
Junior Kimbrough,Blues,Blues
Junior Parker,Blues,Blues
Junior Senior,Pop,Pop
Junior Wells,Blues,Blues
Junip,Folk,Folk
Jurassic 5,"Alternative,Hip-Hop",Alternative
Jussi Björling,"Classical,Opera",Opera
Just A Gent,Pop,Pop
Just Juice,Hip-Hop,Hip-Hop
Justice,Alternative,Alternative
Justin Bieber,Pop,Pop
Justin Caruso,Pop,Pop
Justin Quiles,Hip-Hop,Hip-Hop
Justin Stone,Hip-Hop,Hip-Hop
Justin Timberlake,Pop,Pop
Justin Townes Earle,"Blues,Alternative,Folk",Blues
Justine Skye,"Alternative,Pop,R&B",R&B
Justo Betancourt,Jazz,Jazz
Juvenile,Hip-Hop,Hip-Hop
Jvck James,R&B,R&B
Jvcki Wai,R&B,R&B
Jyotsna Srikanth,Classical,Classical
Jóhann Jóhannsson,Classical,Classical
Jørgen Sandvik,Blues,Blues
K CAMP,"Hip-Hop,Pop,R&B",R&B
K$upreme,Hip-Hop,Hip-Hop
K-Ci & JoJo,"Pop,R&B",R&B
K. Forest,R&B,R&B
K. Michelle,"Pop,R&B",R&B
K. Roosevelt,R&B,R&B
K.A.A.N.,Hip-Hop,Hip-Hop
K.Flay,Pop,Pop
KALEO,Alternative,Alternative
KAWALA,Folk,Folk
KAYTRANADA,"Alternative,Hip-Hop,R&B",R&B
KB,Hip-Hop,Hip-Hop
KDtheSinger,R&B,R&B
KEY,Hip-Hop,Hip-Hop
KIAN,Pop,Pop
KIDS SEE GHOSTS,"Hip-Hop,Pop",Pop
KILLY,Hip-Hop,Hip-Hop
KJ-52,Alternative,Alternative
KLIM,Jazz,Jazz
KOKOROKO,Jazz,Jazz
KONGOS,"Blues,Alternative",Blues
KRS-One,Hip-Hop,Hip-Hop
KT Tunstall,Folk,Folk
KWAYE,R&B,R&B
KXNG Crooked,Hip-Hop,Hip-Hop
KYLE,"Hip-Hop,Pop",Hip-Hop
Kacey Musgraves,Pop,Pop
Kadhja Bonet,"Jazz,R&B",Jazz
Kaidi Tatham,Jazz,Jazz
Kaiit,"Alternative,R&B",Alternative
Kail Baxley,Alternative,Alternative
Kaiser Chiefs,Alternative,Alternative
Kalabrese,Jazz,Jazz
Kali Uchis,"Alternative,Pop,R&B",Alternative
Kalin White,R&B,R&B
Kamaal Williams,Jazz,Jazz
Kamasi Washington,Jazz,Jazz
Kamelot,Classical,Classical
Kan Sano,R&B,R&B
Kandace Springs,Jazz,Jazz
Kandi,R&B,R&B
Kankick,"Hip-Hop,Jazz",Hip-Hop
Kansas,Pop,Pop
Kanye West,Pop,Pop
Kap G,Hip-Hop,Hip-Hop
Karen O,Folk,Folk
Kari Faux,"Alternative,R&B",R&B
Kari Jobe,Alternative,Alternative
Karina Gauvin,Opera,Opera
Karl Blau,Folk,Folk
Karl Denson,Jazz,Jazz
Karlheinz Stockhausen,Classical,Classical
Karmawin,Jazz,Jazz
Karol Szymanowski,Classical,Classical
Kasabian,Alternative,Alternative
Kasbo,Pop,Pop
