artist_name,genre_summary
Nyck Caution,Hip-Hop 1
O Rappa,Alternative 1
O.C.,"Alternative 1, Jazz 1"
O.T. Genasis,"Hip-Hop 4, Pop 3"
ODIE,"Alternative 1, R&B 6"
OJ Son,Jazz 1
OK Go,"Alternative 2, Pop 1"
OMI,Pop 1
OSHUN,"Alternative 1, R&B 4"
Obie Trice,Hip-Hop 2
Octavian,"Alternative 1, Hip-Hop 1, R&B 1"
Odd Chap,Jazz 3
Odd Future,Hip-Hop 4
Oddfish,Jazz 1
Oddisee,"Alternative 1, Hip-Hop 1"
Odetta,"Blues 3, Folk 1"
Odunsi (The Engine),R&B 5
Of Monsters and Men,"Folk 11, Pop 3"
Off With Their Heads,Folk 1
Offset,"Hip-Hop 12, Pop 5"
Oh So Quiet,Folk 1
Oh Wonder,Pop 3
Ohio Players,Jazz 3
Okay Kaya,R&B 2
Okkervil River,Folk 2
Ol' Burger Beats,Jazz 3
Ol' Dirty Bastard,"Alternative 1, Hip-Hop 2"
Ola Gjeilo,Classical 16
Old Crow Medicine Show,"Alternative 2, Folk 7"
Old Sea Brigade,"Folk 3, Pop 1"
Oli Brown,Blues 1
Oli Silk,Jazz 1
Oliver Davis,Classical 1
Oliver Francis,Hip-Hop 3
Oliver Riot,Pop 2
Oliver Tree,"Alternative 5, Hip-Hop 6"
Olivia Escuyos,R&B 1
Olivia Holt,Pop 3
Olivia O'Brien,"Pop 5, R&B 11"
Olivier Messiaen,Classical 7
Ollie,Hip-Hop 4
Olly Murs,Pop 3
Omar Apollo,"Alternative 8, Pop 2, R&B 7"
Omar Cunningham,Blues 1
Omar LinX,Pop 1
Omar Ruiz,Pop 1
Omara Portuondo,Jazz 2
Omarion,"Hip-Hop 4, Pop 1, R&B 7"
Omaure,Jazz 1
Omni,Folk 1
One Day As A Lion,Alternative 1
One Direction,Pop 30
OneRepublic,Pop 9
Onra,Hip-Hop 1
Ookay,Pop 1
Operation Ivy,Folk 2
Opeth,Alternative 2
"Orchestra Del Teatro Alla Scala, Milano",Opera 14
Orchestra Del Teatro Dell'Opera Di Roma,Opera 1
Orden Ogan,Classical 4
Organized Konfusion,Jazz 1
Orgy,Alternative 1
Orion Sun,Alternative 1
Orishas,Alternative 1
Orleans,Folk 1
Ornette Coleman,Jazz 2
Orny Adams,Comedy 8
Orsten,Jazz 1
Os Paralamas Do Sucesso,Alternative 1
Oscar D'León,Jazz 1
Oscar Jerome,Jazz 2
Oscar Peterson,Jazz 3
Oscar Peterson Trio,Jazz 6
Oshea,R&B 2
Oskar Merikanto,Classical 1
Osvaldo Pugliese,Classical 1
Otesla,Jazz 6
Otherwise,Alternative 1
Otis Clay,Blues 1
Otis Junior,Jazz 3
Otis Redding,Blues 25
Otis Rush,Blues 3
Otis Spann,"Blues 1, Jazz 1"
Otis Taylor,Blues 2
Ottorino Respighi,Classical 2
OuiOui,R&B 1
Our Lady Peace,Alternative 3
Our Last Night,Pop 3
OutKast,"Hip-Hop 15, Pop 3"
Ovan,R&B 1
Overscene,Alternative 1
Owen Campbell,Blues 1
Owl City,Pop 1
P!nk,Pop 11
P.O.D.,Alternative 4
PARTYNEXTDOOR,"Hip-Hop 7, Pop 4, R&B 18"
PENOMECO,R&B 2
PENTAGON,Pop 1
PHILDEL,Alternative 1
PJ Harvey,Folk 1
PJ Morton,R&B 8
PLAZA,R&B 1
PLT,R&B 3
PLVTINUM,Pop 3
PNAU,Alternative 3
PREP,"Alternative 1, R&B 3"
PRETTYMUCH,Pop 6
PRISTIN V,Pop 1
PRO ERA,Hip-Hop 1
PRhyme,Alternative 1
Pablo Araiza,Comedy 1
Pablo Casals,Classical 1
Pablo Francisco,Comedy 12
Palaye Royale,Alternative 5
Pancho Barraza,Pop 1
Panda Bear,Folk 5
Panic! At The Disco,Pop 21
Panteon Rococo,Alternative 1
Pantera,Alternative 7
Paolo Fresu,Jazz 2
Paolo Nutini,Folk 3
Papa Charlie Jackson,Blues 1
Papa Roach,"Alternative 13, Pop 3"
Papercut Massacre,Alternative 1
Papik,Jazz 1
Parachute,Pop 3
Paramore,Pop 9
Paris,Hip-Hop 4
Parisalexa,R&B 1
Parker Millsap,Blues 5
Parkway Drive,Alternative 10
Parov Stelar,Jazz 16
Parquet Courts,"Alternative 2, Folk 3"
Pascal Rogé,Classical 3
Passenger,Pop 2
Passion,Alternative 21
Passion Pit,"Alternative 7, Folk 13, Pop 3"
Pastor Troy,Hip-Hop 1
Pat Benatar,Pop 1
Pat Coil,Jazz 3
Pat Metheny,Jazz 11
Pat Metheny Group,Jazz 5
Pat The Bunny,Folk 1
Pat Travers,Blues 2
Pat Van Dyke,Jazz 1
Patrice O'Neal,Comedy 15
Patrick Bradley,Jazz 1
Patrick Paige II,"Alternative 1, R&B 1"
Patrick Sweany,Blues 1
Patrick Watson,Folk 1
Patti Austin,Jazz 3
Patti Drew,Blues 2
Patti LaBelle,R&B 1
Patti Page,Jazz 1
Patti Smith,Folk 1
Patton Oswalt,Comedy 48
Patty Griffin,"Alternative 1, Folk 7"
Paul Baribeau,Folk 4
Paul Brown,Jazz 4
Paul Davis,Folk 2
Paul Desmond,Jazz 4
Paul F. Tompkins,Comedy 14
Paul Gilbert,Classical 1
Paul Hardcastle,Jazz 13
Paul Hindemith,Classical 1
"Paul Jackson, Jr.",Jazz 2
Paul McCartney,Folk 8
Paul Mealor,Classical 2
Paul Mooney,Comedy 41
Paul Rodgers,Blues 2
Paul Simon,Folk 15
Paul Taylor,Jazz 2
Paul Wall,Hip-Hop 3
Paula Cole,"Folk 3, Pop 1"
Paula DeAnda,R&B 3
Paula Poundstone,Comedy 17
Paulo Londra,Hip-Hop 4
Paulus Schäfer,Jazz 1
Pav Dharia,Hip-Hop 1
Pavement,"Alternative 3, Folk 7"
Peabo Bryson,R&B 1
Peach Tree Rascals,"Alternative 1, R&B 1"
Pearl Django,Jazz 3
Pearl Jam,"Alternative 18, Pop 2"
Pedro Conga,Jazz 1
Peewee Longway,Hip-Hop 3
Peggy Lee,Jazz 6
Peggy Scott-Adams,Blues 1
Penny and Sparrow,"Folk 8, Pop 1"
People Under The Stairs,"Alternative 2, Hip-Hop 1, Jazz 9"
Per Nørgård,Classical 1
Percy Grainger,Classical 7
Perfume Genius,"Folk 3, Pop 1"
Perry Como,Jazz 7
Pet Shop Boys,Pop 1
Pete Holmes,Comedy 21
Pete Josef,Jazz 1
Pete Molinari,Blues 1
Pete Rock,"Alternative 2, Hip-Hop 2, Jazz 13"
Pete Rock & C.L. Smooth,"Alternative 1, Jazz 1"
Pete Seeger,Folk 1
Pete Townshend,Folk 1
Pete Yorn,Folk 1
Peter And Gordon,Blues 2
Peter Appleyard,Jazz 1
Peter Bjorn and John,"Alternative 2, Folk 2, Pop 1"
Peter Boyer,Classical 1
Peter Bradley Adams,Folk 2
Peter Broderick,Pop 1
Peter Frampton,"Blues 10, Folk 1"
Peter Green,Blues 4
Peter Maxwell Davies,Classical 3
Peter Schickele,Classical 2
Peter Schmalfuss,Classical 6
Peter Schreier,Opera 2
Peter Sellers,Comedy 1
Peter White,Jazz 13
Peter Wiegold,Classical 1
"Peter, Paul and Mary",Folk 5
Petey Pablo,Pop 1
Petula Clark,Folk 1
Phantogram,"Alternative 6, Pop 1"
Pharoah Sanders,Jazz 2
Pharoahe Monch,Alternative 1
Pharrell Williams,Pop 1
Phil Ochs,Folk 2
Phil Perry,Jazz 2
Phil Wickham,Alternative 4
Phil Woods,Jazz 1
Philadelphia Orchestra,Classical 1
Philharmonia Orchestra,"Classical 1, Opera 29"
Philip Glass,Classical 32
Philip Sayce,Blues 2
Philippe Jaroussky,Opera 10
Phillip Larue,Folk 1
Phillip Phillips,"Folk 6, Pop 1"
"Phillips, Craig & Dean",Alternative 2
Phineas Newborn Jr.,Jazz 1
Phish,Blues 64
Phlake,R&B 2
Phoebe Bridgers,"Folk 7, Pop 2"
Phoebe Ryan,Pop 2
Phoebe Snow,"Blues 1, Folk 1"
Phoenix,Alternative 6
Phoniks,Jazz 1
Phonte,Alternative 1
Phony Ppl,"Alternative 4, Hip-Hop 2, R&B 3"
Phora,Hip-Hop 21
Phosphorescent,"Alternative 2, Folk 4"
Phyllis Hyman,Jazz 2
Pia Mia,"Pop 3, R&B 6"
Picture This,Folk 7
Pieces Of A Dream,Jazz 2
Pierce The Veil,Pop 4
Piero Cappuccilli,Opera 5
Pietro Domenico Paradisi,Opera 2
Pietro Mascagni,"Classical 5, Opera 22"
Pigeondust,Jazz 1
Pinchas Zukerman,Classical 2
Pinegrove,"Alternative 2, Folk 7"
Pink Martini,Jazz 13
Pink Sweat$,"Pop 1, R&B 3"
Pip Millett,R&B 1
Pisk,Jazz 3
Piso 21,Pop 3
Pitbull,"Hip-Hop 13, Pop 4"
Pivot Gang,Alternative 1
Pixies,"Alternative 5, Pop 1"
Pi’erre Bourne,Hip-Hop 2
Placebo,Alternative 2
Planetshakers,Alternative 3
Playboi Carti,"Hip-Hop 11, Pop 6"
Pleasure P,"Pop 2, R&B 6"
Plested,"Folk 2, Pop 1"
Plies,"Hip-Hop 2, R&B 9"
Plini,Jazz 15
Plumb,Alternative 1
Plácido Domingo,Opera 24
PnB Rock,"Hip-Hop 15, Pop 10"
Poco,Folk 1
Polo & Pan,Pop 1
Polo Polo,Comedy 36
Pomegranate Tiger,Jazz 1
Poncho Sanchez,Jazz 1
Pond,Folk 6
Poo Bear,"Pop 1, R&B 2"
Poolside,Alternative 5
Pop Evil,Alternative 3
Popa Chubby,Blues 1
Poppy,Pop 1
Porno for Pyros,Alternative 2
Port Cities,Folk 1
Portico Quartet,Jazz 3
Portugal. The Man,Pop 1
Post Malone,Pop 22
Potatohead People,Jazz 2
Pouya,Hip-Hop 17
Powerman 5000,Alternative 2
Powers Pleasant,Hip-Hop 2
Precious Bryant,Blues 1
Preme,"Hip-Hop 4, Pop 1"
Pretenders,"Folk 8, Pop 1"
Pretty Ricky,"Hip-Hop 5, Pop 1, R&B 5"
Pretty Vicious,Alternative 1
Pretty Yende,Opera 1
Prides,Folk 1
Primal Fear,Classical 2
Primal Scream,Alternative 1
Primus,Alternative 2
Prince Daddy & the Hyena,Alternative 1
Prince Royce,Pop 4
Princess Nokia,"Hip-Hop 1, R&B 5"
Procol Harum,Blues 1
Professor Longhair,Blues 7
Proleter,Jazz 10
Promoting Sounds,Hip-Hop 1
Prophets Of Rage,"Alternative 1, Hip-Hop 1"
Public Enemy,Hip-Hop 2
Puddle Of Mudd,"Alternative 5, Pop 1"
Puerto Rican Power,Jazz 6
Puma Blue,R&B 3
Punch Brothers,Folk 7
Pure Prairie League,Folk 1
Purple Mountains,Alternative 2
Puscifer,Alternative 3
Pusha T,"Hip-Hop 8, Pop 3"
Pyeng Threadgill,Blues 1
Pyotr Ilyich Tchaikovsky,Classical 87
Pérez Prado,Jazz 1
Q-Tip,"Alternative 1, Hip-Hop 2"
QUIN,R&B 1
Quaker City Night Hawks,Blues 3
Quality Control,"Hip-Hop 9, Pop 3"
Quantic,Jazz 2
Quasimode,Jazz 1
Quasimoto,Alternative 4
Quavo,"Hip-Hop 8, Pop 7"
Queen Naija,"Pop 2, R&B 5"
Queens of the Stone Age,"Alternative 18, Blues 42"
Queensrÿche,Classical 17
Quicksilver Messenger Service,Blues 2
Quiet Arrows,"Folk 1, Pop 1"
Quincy,R&B 3
Quincy Jones,Jazz 9
Quinn XCII,Pop 16
Quintette du Hot Club de France,Jazz 2
R+R=NOW,Jazz 2
R.E.M.,"Alternative 4, Pop 4"
R.K.M & Ken-Y,Hip-Hop 2
R.L. Burnside,Blues 4
R.LUM.R,"Alternative 1, R&B 1"
R3HAB,Pop 2
RAC,Alternative 3
RAIGN,Alternative 1
RAY BLK,R&B 2
RAYE,R&B 2
RC & The Gritz,R&B 1
REASON,Hip-Hop 3
REO Speedwagon,Folk 2
RIMON,R&B 1
RINI,"Alternative 2, R&B 2"
RJD2,"Hip-Hop 1, Jazz 5"
RKCB,"Alternative 4, Pop 1, R&B 7"
ROLE MODEL,R&B 5
ROMderful,Alternative 1
ROSALÍA,R&B 4
ROZES,Pop 1
RY X,"Folk 9, Pop 1"
Ra,Alternative 2
Ra Ra Riot,"Alternative 1, Folk 3, Pop 2"
Raaf Hekkema,Classical 1
Racer X,Classical 1
Rachael Yamagata,Folk 2
Rachel Feinstein,Comedy 16
Rachel Platten,Pop 1
Rachelle Ferrell,Jazz 1
Rachelle Spring,Jazz 1
Rad Museum,R&B 1
Radiant Children,R&B 2
Radiator Hospital,Folk 1
Radical Face,Folk 1
Radio Birdman,Blues 1
Radio Moscow,Blues 3
Radiohead,Alternative 26
Rae Sremmurd,"Hip-Hop 17, Pop 5"
RaeLynn,Pop 3
Raekwon,"Alternative 1, Hip-Hop 3"
Rafael Anton Irisarri,Jazz 1
Rafferty,Alternative 2
Raffi,Folk 21
Ragan Whiteside,Jazz 1
Rage Against The Machine,"Alternative 15, Hip-Hop 7"
Raheem DeVaughn,"Pop 1, R&B 6"
Rainbow Kitten Surprise,"Folk 14, Pop 6"
Rains,Alternative 1
Rakesh Chaurasia,Classical 1
Rakim,Hip-Hop 1
Raleigh Ritchie,R&B 4
Ralph McTell,Folk 1
Ralph Myerz and the Herren Band,Jazz 1
Ralph Vaughan Williams,Classical 8
Ralphie May,Comedy 42
Ramirez,Hip-Hop 3
Rammstein,Alternative 21
Ramsey Lewis,Jazz 1
Ramshackle Glory,Folk 2
Ramz,Hip-Hop 1
Ramón Vargas,Opera 1
Randy Crawford,Jazz 4
Raphael Saadiq,"Hip-Hop 2, R&B 1"
Rapsody,"Alternative 1, Hip-Hop 1, R&B 1"
Rare Earth,Blues 4
Rascal Flatts,Pop 2
Raspberries,Pop 1
Rasta,Folk 3
Ratatat,Alternative 4
Rationale,"Folk 3, R&B 3"
Raveena,"Alternative 6, R&B 4"
Ravi Shankar,Classical 8
Ravyn Lenae,"Alternative 5, R&B 7"
Rawayana,Alternative 2
Ray Barretto,Jazz 3
Ray Bonneville,Blues 2
Ray Bryant,Jazz 2
Ray Charles,"Blues 22, Jazz 12"
Ray J,"Hip-Hop 1, Pop 1, R&B 3"
Ray LaMontagne,"Folk 17, Pop 3"
Rayana Jay,"Alternative 2, R&B 4"
Rayland Baxter,"Folk 5, Pop 1"
Real Estate,Folk 5
Real Friends,Alternative 5
"Real Orquesta Sinfónica de Sevilla, Spanish Folklore",Classical 1
Reatards,Blues 1
Rebirth Brass Band,Jazz 2
Red,Alternative 13
Red City Radio,Folk 1
Red Fang,Alternative 2
Red Garland,Jazz 2
Red Hot Chili Peppers,Alternative 37
Red Velvet,Pop 3
Redd Foxx,Comedy 7
Redlight King,Alternative 2
Reggie P,Blues 2
Regina Spektor,"Folk 3, Pop 2"
Regino Sainz De La Maza,Classical 1
Regulo Caro,Pop 1
Reigning Sound,Blues 2
Reignwolf,"Alternative 2, Blues 4"
Reik,Pop 4
Rejjie Snow,"Alternative 1, Hip-Hop 2, R&B 5"
Relient K,"Alternative 1, Pop 1"
Relja,Folk 1
Rels B,R&B 3
Remmy Valenzuela,Pop 3
Remo Anzovino,Jazz 1
Remo Drive,Alternative 1
Remulak,Jazz 1
Remy Ma,R&B 3
Renata Scotto,Opera 5
Renata Tebaldi,"Classical 1, Opera 9"
Rence,R&B 2
Rend Collective,Alternative 3
Renee Olstead,Jazz 3
René Jacobs,Opera 3
Renée Fleming,"Classical 1, Opera 20"
Reo Cragun,Hip-Hop 3
Republican Hair,Alternative 1
Residente,Hip-Hop 1
Return To Forever,Jazz 2
Reuben And The Dark,Folk 1
Rev Theory,Alternative 2
Reva DeVito,R&B 1
Revocation,Jazz 1
Revol,Hip-Hop 1
Revolver Cannabis,Pop 1
Rex Orange County,"Pop 12, R&B 12"
Rexx Life Raj,"Hip-Hop 4, R&B 5"
Reykon,"Hip-Hop 1, Pop 1"
Rhapsody,Classical 2
Rhapsody Of Fire,Classical 4
Rhye,Folk 8
Rhys Lewis,Folk 3
Ricad Hutapea,Jazz 1
Ricardo Arjona,Pop 1
Ricardo Pérez,Comedy 3
Ricardo Ray,Jazz 1
Riccardo Broschi,Opera 2
Riccardo Muti,Opera 5
Rich Boy,Hip-Hop 1
Rich Brian,Hip-Hop 9
Rich Gang,"Hip-Hop 1, Pop 1"
Rich Homie Quan,"Hip-Hop 4, Pop 1"
Rich The Kid,"Hip-Hop 12, Pop 4"
Richard Danielpour,Classical 1
Richard Elliot,Jazz 4
Richard Elliott,Jazz 2
Richard Hell,Blues 2
Richard Heuberger,Opera 4
Richard Jeni,Comedy 4
Richard Marx,Pop 1
Richard Pryor,Comedy 32
Richard Reed Parry,Classical 1
Richard Spaven,Jazz 1
Richard Strauss,Classical 40
Richard Swift,Folk 2
Richard Tucker,Opera 1
Richard Wagner,"Classical 13, Opera 380"
Richie Kotzen,Classical 3
Richie Ray,Jazz 2
Rick Braun,Jazz 3
Rick Derringer,Blues 2
Rick James,Hip-Hop 1
Rick Ross,"Hip-Hop 11, Pop 1"
Rick Wakeman,Jazz 1
Ricky Martin,Pop 3
Ricky Nelson,Folk 1
Rico Love,R&B 1
Rico Nasty,Pop 1
Riff Raff,Hip-Hop 1
"Right Away, Great Captain!",Folk 1
Rihanna,"Pop 21, R&B 39"
Riley Green,Pop 2
Rilo Kiley,Folk 2
Rina Sawayama,R&B 3
Rinaldo Alessandrini,Opera 2
Ringo Starr,Folk 1
Rise Against,"Alternative 16, Pop 1"
Rita Ora,"Pop 4, R&B 12"
Rittz,Hip-Hop 4
Rival Sons,"Alternative 3, Blues 14"
River Tiber,R&B 1
Riverdale Cast,Pop 1
Rivers Cuomo,Alternative 1
Rixton,Pop 1
Ro James,"Alternative 2, R&B 3"
Rob $tone,Hip-Hop 1
Rob Zombie,Alternative 5
Robb Bank$,Hip-Hop 2
Robben Ford,Blues 3
Robert Cambert,Opera 1
Robert Cray,Blues 6
Robert DeLong,Alternative 3
Robert Glasper,"Jazz 4, R&B 2"
Robert Glasper Experiment,"Jazz 7, R&B 2"
Robert Johnson,Blues 19
Robert Kelly,Comedy 21
Robert Merrill,Opera 2
Robert Palmer,Folk 1
Robert Plant,Blues 12
Robert Randolph & The Family Band,Blues 7
Robert Schimmel,Comedy 14
Robert Schumann,Classical 38
Robert Stolz,Opera 3
Robert Wilkins,Blues 1
Roberta Flack,Jazz 3
Roberta Gambarini,Jazz 2
Roberto Alagna,Opera 2
Roberto Flores,Comedy 2
Roberto Musci,Jazz 1
Roberto Roena,Jazz 1
Roberto Roena Y Su Apollo Sound,Jazz 1
Roberto Torres,Jazz 1
Robin Schulz,Pop 1
Robin Thicke,"Pop 2, R&B 5"
Robin Trower,Blues 7
Robin Williams,Comedy 27
Robyn,Pop 5
Rocko,Hip-Hop 1
Rodney Carrington,Comedy 61
Rodney Dangerfield,Comedy 4
Rodríguez,Folk 2
Roger Miller,Folk 1
Rogue Wave,"Folk 2, Pop 1"
Roland Dyens,Classical 3
Rolando Villazón,Opera 1
Romane,Jazz 1
Romany Guitar Connection,Jazz 1
Romare,Jazz 2
Rombai,Pop 1
Ron Carter,Jazz 1
Ron Gallo,Blues 2
Ron Jarzombek,Classical 1
Ron Pope,Pop 1
Ron White,Comedy 13
Ronnie Earl,Blues 2
Ronnie Laws,Jazz 3
Ronnie Lovejoy,Blues 2
Ronny J,Hip-Hop 3
Ronny Jordan,Jazz 1
Roo Panes,"Folk 3, Pop 1"
Roosevelt,Alternative 1
Rory Gallagher,Blues 4
Rory Scovel,Comedy 5
Rosanne Cash,"Alternative 1, Folk 2"
Rose Cousins,Folk 2
Rosemary Clooney,Jazz 3
Rosie Carney,Folk 3
Ross Lynch,Pop 1
Rostam,Folk 5
Rotimi,R&B 2
Roxette,Pop 2
Roy Ayers,Jazz 5
Roy Ayers Ubiquity,Jazz 3
Roy Blair,Pop 2
Roy Brown,Blues 1
Roy Buchanan,Blues 3
Roy Hamilton,Blues 2
Roy Hargrove,Jazz 3
Roy Orbison,"Folk 3, Pop 1"
Roy Woods,"Hip-Hop 9, Pop 5, R&B 22"
Royal Bliss,Alternative 1
Royal Blood,Blues 12
Royal Tusk,Alternative 1
"Royce Da 5'9""","Alternative 5, Hip-Hop 3"
Ruben,Pop 1
Ruben Gonzalez,Jazz 3
Rubén Blades,Jazz 6
Ruel,Pop 3
Ruff Endz,R&B 1
Rufus Thomas,Blues 3
Rufus Wainwright,Pop 1
Ruggero Leoncavallo,"Classical 1, Opera 36"
Ruggero Raimondi,Opera 1
Run The Jewels,"Alternative 17, Hip-Hop 13, Pop 1"
Running Wild,Classical 1
Run–D.M.C.,Hip-Hop 1
Russ,"Hip-Hop 28, Pop 19"
Russ Freeman,Jazz 1
Russell Dickerson,Pop 1
Russell Gunn,Jazz 1
Russell Peters,Comedy 11
Ruth Ann Swenson,Opera 1
Ruth B.,Pop 2
Ruth Brown,"Blues 1, Jazz 1"
Ruth Crawford Seeger,Classical 1
RuthAnne,R&B 1
Ruthie Foster,Blues 2
Rvssian,Hip-Hop 2
Ry Cooder,"Blues 10, Folk 1"
Ryahn,R&B 1
Ryan Adams,"Alternative 4, Folk 7"
Ryan Adams & The Cardinals,Folk 2
Ryan Beatty,R&B 6
Ryan Bingham,Alternative 1
Ryan Caraveo,Hip-Hop 5
Ryan Destiny,R&B 1
Ryan Hemsworth,R&B 1
Ryan Hurd,Pop 1
Ryan Leslie,R&B 1
Ryan Montbleau,Folk 1
Ryan Oakes,Hip-Hop 2
Ryan Sickler,Comedy 19
Ryan Singer,Comedy 3
Ryan Stevenson,Alternative 1
Ryan Stout,Comedy 15
Ryan Trey,Alternative 2
Ryland James,R&B 1
Ryley Walker,Folk 1
Ryuichi Sakamoto,Classical 16
Röyksopp,Alternative 1
S. Carey,"Folk 4, Pop 2"
S. J. Tucker,Folk 1
SAINt JHN,Hip-Hop 5
SATICA,R&B 1
SBTRKT,R&B 1
SEAMS,Pop 1
SEUNGRI,Pop 1
SEVENTEEN,Pop 3
SF9,Pop 1
SG Lewis,"Alternative 3, R&B 5"
SHAUN,Pop 2
SHINee,Pop 1
SHY Martin,Pop 1
SLANDER,Pop 1
SMLE,Pop 1
SOHN,R&B 3
STRFKR,"Alternative 5, Pop 1"
SUNMI,Pop 1
SURAN,R&B 1
SWV,"Hip-Hop 1, Pop 1, R&B 8"
SYML,"Folk 9, Pop 2"
SZA,"Hip-Hop 13, Pop 9, R&B 13"
Saba,"Alternative 16, Hip-Hop 15, Pop 1, R&B 12"
Sabrina Carpenter,Pop 4
Sabrina Claudio,"Alternative 13, Pop 5, R&B 12"
Sade,R&B 21
Sadistik,Hip-Hop 1
Sadiva,Jazz 2
Sage The Gemini,Hip-Hop 2
SahBabii,Hip-Hop 10
Said the Sky,Pop 3
Saint Asonia,Alternative 1
Saint Deamon,Classical 1
Saint Motel,Pop 1
Saint Privat,Jazz 2
Saint Raymond,Folk 3
Salaam Remi,Hip-Hop 1
Saliva,Alternative 2
Salt-N-Pepa,"Hip-Hop 4, Pop 2"
Sam Cooke,Pop 2
Sam Evian,Folk 2
Sam Feldt,Pop 2
Sam Fender,Folk 1
Sam Gendel,Jazz 2
Sam Hunt,Pop 8
Sam Kim,R&B 2
Sam Kinison,Comedy 24
Sam Morril,Comedy 11
Sam Smith,Pop 11
Sam Sure,R&B 1
Samantha Fish,Blues 8
Samiyam,"Alternative 2, Hip-Hop 1"
Samm Henshaw,R&B 7
Sammie,"Pop 1, R&B 11"
Sammy Davis Jr.,Jazz 2
Sampha,R&B 6
Samuel Barber,Classical 9
San Holo,Pop 2
Sanctus Real,Alternative 2
Sandy Denny,Folk 1
Sango,"Hip-Hop 1, R&B 3"
Santana,Blues 56
Santi,Alternative 2
Santigold,"Alternative 4, Folk 4, Pop 1"
Sara Bareilles,"Folk 15, Pop 4"
Sara Gazarek,Jazz 3
Sara Watkins,Folk 2
Sarah Jarosz,"Alternative 1, Folk 2, Pop 1"
Sarah McKenzie,Jazz 1
Sarah McLachlan,Folk 4
Sarah Millican,Comedy 15
Sarah Reeves,Alternative 2
Sarah Silverman,Comedy 12
Sarah Vaughan,Jazz 3
Sasha Sloan,Pop 2
Savage Garden,Pop 1
Savatage,Classical 1
Saverio Mercadante,Opera 4
Saving Abel,Alternative 2
Savoy Brown,Blues 3
Saweetie,Pop 2
ScHoolboy Q,"Hip-Hop 13, Pop 4"
Scale The Summit,Jazz 2
Scarface,Hip-Hop 3
Scarlxrd,Hip-Hop 3
Scott H. Biram,Blues 4
Scott Hamilton,Jazz 8
Scott Helman,Folk 4
Scott Joplin,Classical 2
Scott McKenzie,Folk 2
Screamin' Jay Hawkins,Blues 2
Screaming Trees,Alternative 1
Sea Wolf,Folk 4
Seafret,Folk 6
Seals and Crofts,Folk 4
Sean Kingston,"Hip-Hop 4, Pop 1, R&B 6"
Sean Leon,Hip-Hop 1
Sean Paul,Pop 4
Seasick Steve,Blues 5
Seattle Symphony Orchestra,Classical 4
Seaway,Alternative 2
Sebastian,Alternative 1
Sebastian Yatra,Pop 4
Secondhand Serenade,Pop 1
Seether,Alternative 14
Seething Fuck Patties,Comedy 1
Selah,Alternative 1
Selena,Pop 3
Selena Gomez,Pop 6
Selena Gomez & The Scene,Pop 5
Selim Palmgren,Classical 1
Semisonic,Alternative 2
Sepultura,Alternative 1
Sergei Prokofiev,Classical 35
Sergei Rachmaninoff,Classical 37
Serj Tankian,Alternative 1
Session Victim,Jazz 1
Set It Off,Pop 3
Seth Ennis,Pop 2
Seth Walker,Blues 2
Sevdaliza,R&B 2
Seven Lions,Pop 4
Seven Mary Three,Alternative 1
Sevendust,Alternative 1
Sevyn Streeter,"Pop 2, R&B 5"
Shabaka and the Ancestors,Jazz 1
Shagabond,R&B 1
Shaggy,Pop 2
Shai,R&B 2
Shakewell,Hip-Hop 7
Shakey Graves,"Folk 14, Pop 3"
Shakira,Pop 7
Shakka,Hip-Hop 1
Shakti,Jazz 1
Shakura S'Aida,Blues 1
Shaman's Harvest,Alternative 3
Shameik Moore,R&B 1
Shane & Shane,Alternative 9
Shane Mauss,Comedy 14
Shania Twain,Pop 2
Shannon Curfman,Blues 1
Shannon Lay,Folk 1
Shannon and The Clams,Folk 1
Shanti Dope,Hip-Hop 1
Shaqdi,R&B 1
Sharon Jones & The Dap-Kings,Jazz 3
Sharon Shannon,Folk 1
Sharon Van Etten,Folk 6
Shawn Colvin,"Folk 1, Pop 1"
Shawn James & the Shapeshifters,Blues 4
Shawn Mendes,Pop 25
Shawty Lo,Hip-Hop 1
Shay Lia,"Alternative 1, R&B 1"
She & Him,Folk 5
Sheck Wes,"Hip-Hop 6, Pop 1"
Sheek Louch,Hip-Hop 1
Shelton Harris,Pop 1
Shemekia Copeland,Blues 2
Sheryl Crow,"Folk 3, Pop 1"
Shigeto,Jazz 1
Shilts,Jazz 1
Shinedown,Alternative 21
Shinichi Suzuki,Classical 1
Shining,Jazz 1
Shiny Toy Guns,Alternative 1
Shirley & Lee,Blues 4
Shirley Bassey,Jazz 2
Shirley Horn,Jazz 1
Shocking Blue,Folk 1
Shoffy,"Alternative 1, R&B 8"
Shontelle,Pop 1
Shop Boyz,Hip-Hop 1
Shordie Shordie,Hip-Hop 1
Shoreline Mafia,Hip-Hop 18
Shovels & Rope,"Alternative 1, Blues 15, Folk 5"
Shubh Saran,Jazz 1
Shuggie Otis,Jazz 2
Shwayze,Pop 1
Shy Girls,"Alternative 1, Hip-Hop 1, R&B 5"
Shy Glizzy,"Hip-Hop 7, Pop 1"
Shyne,Hip-Hop 1
SiR,"Alternative 4, Hip-Hop 3, Pop 1, R&B 7"
Sia,Pop 7
Sibylle Baier,Folk 1
Sick Puppies,Alternative 5
SicknessMP,Jazz 1
Sidewalk Prophets,Alternative 4
Sidiki Diabaté,Blues 1
Sidney Bechet,Jazz 2
